name;ul_x;ul_y;ll_x;ll_y;lr_x;lr_y;ur_x;ur_y
columnsep;1186;0;837;3089;1561;3089;1538;0
header;195;140;195;177;1824;177;1824;140
A;1322;405;1322;415;1329;415;1329;405
B;1338;565;1338;580;1360;580;1360;565
A;1504;788;1504;789;1504;789;1504;788
A;1440;974;1440;1000;1454;1000;1454;974
B;1091;1023;1091;1037;1112;1037;1112;1023
A;1333;1393;1333;1400;1340;1400;1340;1393
A;1121;1939;1121;1940;1121;1940;1121;1939
D;988;2218;988;2245;1009;2245;1009;2218
A;986;2299;986;2299;986;2299;986;2299
B;1112;2307;1112;2322;1133;2322;1133;2307
B;1460;2826;1460;2842;1482;2842;1482;2826
B;1229;2827;1229;2842;1252;2842;1252;2827
